-8.74228e-09	0.0	0.2
-0.0347296	0.0	0.196962
-0.068404	0.0	0.187939
-0.1	0.0	0.173205
-0.128558	0.0	0.153209
-0.153209	0.0	0.128558
-0.173205	0.0	0.1
-0.187939	0.0	0.068404
-0.196962	0.0	0.0347296
-0.2	0.0	1.74846e-08
-0.196962	0.0	-0.0347297
-0.187939	0.0	-0.068404
-0.173205	0.0	-0.1
-0.153209	0.0	-0.128558
-0.128557	0.0	-0.153209
-0.1	0.0	-0.173205
-0.068404	0.0	-0.187939
-0.0347296	0.0	-0.196962
1.50996e-08	0.0	-0.2
0.0347297	0.0	-0.196962
0.0684041	0.0	-0.187939
0.1	0.0	-0.173205
0.128558	0.0	-0.153209
0.153209	0.0	-0.128558
0.173205	0.0	-0.1
0.187939	0.0	-0.068404
0.196962	0.0	-0.0347296
0.2	0.0	9.77524e-08
0.196962	0.0	0.0347297
0.187938	0.0	0.0684041
0.173205	0.0	0.1
0.153209	0.0	0.128558
0.128557	0.0	0.153209
0.1	0.0	0.173205
0.068404	0.0	0.187939
0.0347296	0.0	0.196962
-1.22392e-08	0.0	0.28
-0.0486215	0.0	0.275746
-0.0957656	0.0	0.263114
-0.14	0.0	0.242487
-0.179981	0.0	0.214492
-0.214492	0.0	0.179981
-0.242487	0.0	0.14
-0.263114	0.0	0.0957656
-0.275746	0.0	0.0486215
-0.28	0.0	2.44784e-08
-0.275746	0.0	-0.0486215
-0.263114	0.0	-0.0957657
-0.242487	0.0	-0.14
-0.214492	0.0	-0.179981
-0.17998	0.0	-0.214492
-0.14	0.0	-0.242487
-0.0957656	0.0	-0.263114
-0.0486215	0.0	-0.275746
2.11394e-08	0.0	-0.28
0.0486216	0.0	-0.275746
0.0957657	0.0	-0.263114
0.14	0.0	-0.242487
0.179981	0.0	-0.214492
0.214492	0.0	-0.179981
0.242487	0.0	-0.14
0.263114	0.0	-0.0957656
0.275746	0.0	-0.0486215
0.28	0.0	1.36853e-07
0.275746	0.0	0.0486216
0.263114	0.0	0.0957657
0.242487	0.0	0.14
0.214492	0.0	0.179981
0.17998	0.0	0.214492
0.14	0.0	0.242487
0.0957656	0.0	0.263114
0.0486214	0.0	0.275746
-1.57361e-08	0.0	0.36
-0.0625134	0.0	0.354531
-0.123127	0.0	0.338289
-0.18	0.0	0.311769
-0.231404	0.0	0.275776
-0.275776	0.0	0.231404
-0.311769	0.0	0.18
-0.338289	0.0	0.123127
-0.354531	0.0	0.0625133
-0.36	0.0	3.14722e-08
-0.354531	0.0	-0.0625134
-0.338289	0.0	-0.123127
-0.311769	0.0	-0.18
-0.275776	0.0	-0.231404
-0.231403	0.0	-0.275776
-0.18	0.0	-0.311769
-0.123127	0.0	-0.338289
-0.0625133	0.0	-0.354531
2.71792e-08	0.0	-0.36
0.0625134	0.0	-0.354531
0.123127	0.0	-0.338289
0.18	0.0	-0.311769
0.231404	0.0	-0.275776
0.275776	0.0	-0.231404
0.311769	0.0	-0.18
0.338289	0.0	-0.123127
0.354531	0.0	-0.0625133
0.36	0.0	1.75954e-07
0.354531	0.0	0.0625135
0.338289	0.0	0.123127
0.311769	0.0	0.18
0.275776	0.0	0.231404
0.231403	0.0	0.275776
0.18	0.0	0.311769
0.123127	0.0	0.338289
0.0625133	0.0	0.354531
-1.9233e-08	0.0	0.44
-0.0764052	0.0	0.433315
-0.150489	0.0	0.413465
-0.22	0.0	0.381051
-0.282827	0.0	0.33706
-0.33706	0.0	0.282827
-0.381051	0.0	0.22
-0.413465	0.0	0.150489
-0.433315	0.0	0.0764052
-0.44	0.0	3.8466e-08
-0.433315	0.0	-0.0764053
-0.413465	0.0	-0.150489
-0.381051	0.0	-0.22
-0.33706	0.0	-0.282827
-0.282827	0.0	-0.33706
-0.22	0.0	-0.381051
-0.150489	0.0	-0.413465
-0.0764052	0.0	-0.433315
3.32191e-08	0.0	-0.44
0.0764053	0.0	-0.433315
0.150489	0.0	-0.413465
0.22	0.0	-0.381051
0.282827	0.0	-0.33706
0.33706	0.0	-0.282827
0.381051	0.0	-0.22
0.413465	0.0	-0.150489
0.433315	0.0	-0.0764052
0.44	0.0	2.15055e-07
0.433315	0.0	0.0764054
0.413465	0.0	0.150489
0.381051	0.0	0.22
0.337059	0.0	0.282827
0.282826	0.0	0.33706
0.22	0.0	0.381051
0.150489	0.0	0.413465
0.0764051	0.0	0.433315
-2.27299e-08	0.0	0.52
-0.0902971	0.0	0.5121
-0.17785	0.0	0.48864
-0.26	0.0	0.450333
-0.33425	0.0	0.398343
-0.398343	0.0	0.33425
-0.450333	0.0	0.26
-0.48864	0.0	0.17785
-0.5121	0.0	0.090297
-0.52	0.0	4.54598e-08
-0.5121	0.0	-0.0902971
-0.48864	0.0	-0.177851
-0.450333	0.0	-0.26
-0.398343	0.0	-0.33425
-0.334249	0.0	-0.398343
-0.26	0.0	-0.450333
-0.17785	0.0	-0.48864
-0.090297	0.0	-0.5121
3.92589e-08	0.0	-0.52
0.0902972	0.0	-0.5121
0.177851	0.0	-0.48864
0.26	0.0	-0.450333
0.33425	0.0	-0.398343
0.398343	0.0	-0.33425
0.450333	0.0	-0.26
0.48864	0.0	-0.17785
0.5121	0.0	-0.090297
0.52	0.0	2.54156e-07
0.5121	0.0	0.0902973
0.48864	0.0	0.177851
0.450333	0.0	0.26
0.398343	0.0	0.33425
0.334249	0.0	0.398343
0.26	0.0	0.450333
0.17785	0.0	0.48864
0.090297	0.0	0.5121
-2.62268e-08	0.0	0.6
-0.104189	0.0	0.590885
-0.205212	0.0	0.563816
-0.3	0.0	0.519615
-0.385673	0.0	0.459627
-0.459627	0.0	0.385673
-0.519615	0.0	0.3
-0.563816	0.0	0.205212
-0.590885	0.0	0.104189
-0.6	0.0	5.24537e-08
-0.590885	0.0	-0.104189
-0.563816	0.0	-0.205212
-0.519615	0.0	-0.3
-0.459627	0.0	-0.385673
-0.385672	0.0	-0.459627
-0.3	0.0	-0.519615
-0.205212	0.0	-0.563816
-0.104189	0.0	-0.590885
4.52987e-08	0.0	-0.6
0.104189	0.0	-0.590885
0.205212	0.0	-0.563816
0.3	0.0	-0.519615
0.385673	0.0	-0.459627
0.459627	0.0	-0.385673
0.519615	0.0	-0.3
